@HD	VN:1.6
@SQ	SN:20	LN:63025520	M5:0dec9660ec1efaaf33281c0d5ea2560f	UR:file:/storage/zhenghoufengLab/chenxiang/reference/hg19_genome/hg19_chr20.fa
CONTIG	START	END	GC_CONTENT
20	17475299	17475798	0.452000
20	17475799	17475924	0.571429
20	17477332	17477831	0.454000
20	17477832	17477918	0.333333
20	17479214	17479713	0.518000
20	17479714	17479935	0.391892
20	17489283	17489782	0.600000
20	17489783	17489891	0.495413
20	17492370	17492869	0.480000
20	17492870	17492963	0.553191
20	17495115	17495614	0.496000
20	17495615	17495711	0.515464
20	17505242	17505741	0.422000
20	17505742	17505803	0.596774
20	17511347	17511846	0.662000
20	17511847	17512274	0.689252
20	17521459	17521958	0.420000
20	17521959	17522094	0.441176
20	17539082	17539581	0.440000
20	17539582	17539728	0.421769
20	17540751	17541250	0.416000
20	17541251	17541473	0.542601
20	17543368	17543867	0.434000
20	17543868	17543990	0.398374
20	17549565	17550064	0.602000
20	17550065	17550115	0.588235
20	17550469	17550968	0.724000
20	17550969	17551106	0.797101
20	17572326	17572825	0.412000
20	17572826	17572958	0.496241
20	17581132	17581631	0.342000
20	17581632	17581940	0.333333
20	17584949	17585448	0.398000
20	17585449	17585526	0.397436
20	17587431	17587930	0.348000
20	17587931	17588430	0.336000
20	17588431	17588930	0.378000
20	17588931	17589430	0.412000
20	17589431	17589930	0.400000
20	17589931	17590430	0.458000
20	17590431	17590814	0.432292
20	17594072	17594571	0.640000
20	17594572	17595071	0.560000
20	17595072	17595115	0.636364
20	17595131	17595630	0.654000
20	17595631	17595775	0.600000
20	17595825	17596324	0.624000
20	17596325	17596372	0.625000
20	17596373	17596872	0.660000
20	17596873	17596904	0.562500
20	17597126	17597625	0.608000
20	17597626	17597734	0.642202
20	17598990	17599489	0.572000
20	17599490	17599574	0.400000
20	17600027	17600526	0.640000
20	17600527	17600623	0.556701
20	17600693	17601187	0.563636
20	17601188	17601687	0.636000
20	17601688	17601702	0.600000
20	17601852	17602263	0.584951
20	17602264	17602458	0.620513
20	17602459	17602842	0.572917
20	17604970	17605469	0.586000
20	17605470	17605563	0.627660
20	17605906	17606405	0.642000
20	17606406	17606497	0.663043
20	17607742	17608087	0.627168
20	17608088	17608577	0.602041
20	17610217	17610716	0.670000
20	17610717	17610856	0.564286
20	17613854	17614353	0.578000
20	17614354	17614508	0.438710
20	17615940	17616439	0.616000
20	17616440	17616559	0.541667
20	17616971	17617470	0.592000
20	17617471	17617624	0.623377
20	17622191	17622690	0.596000
20	17622691	17622814	0.612903
20	17623373	17623872	0.600000
20	17623873	17624022	0.573333
20	17638990	17639489	0.468000
20	17639490	17639989	0.610000
20	17639990	17640489	0.604000
20	17640490	17640989	0.536000
20	17640990	17641423	0.467742
20	17660393	17660892	0.488000
20	17660893	17660970	0.615385
20	17662422	17662921	0.786000
20	17662922	17663178	0.754864
20	17674069	17674568	0.508000
20	17674569	17674601	0.606061
20	17680342	17680841	0.532000
20	17680842	17680950	0.559633
20	17703110	17703609	0.476000
20	17703610	17703773	0.536585
20	17705417	17705916	0.522000
20	17705917	17706046	0.546154
20	17716059	17716558	0.548000
20	17716559	17716767	0.311005
20	17921993	17922492	0.436000
20	17922493	17922992	0.384000
20	17922993	17923301	0.482201
20	17923503	17924002	0.358000
20	17924003	17924089	0.448276
20	17927879	17928378	0.412000
20	17928379	17928539	0.378882
20	17929283	17929663	0.398950
20	17929664	17929997	0.383234
20	17930525	17930892	0.410326
20	17930893	17931290	0.351759
20	17931893	17932392	0.350000
20	17932393	17932489	0.402062
20	17932980	17933479	0.366000
20	17933480	17933604	0.384000
20	17934389	17934888	0.440000
20	17934889	17935011	0.341463
20	17935758	17936257	0.368000
20	17936258	17936369	0.401786
20	17937326	17937825	0.412000
20	17937826	17937931	0.500000
20	17943102	17943601	0.474000
20	17943602	17943839	0.348739
20	17948767	17949266	0.726000
20	17949267	17949511	0.653061
20	17949512	17950011	0.632000
20	17950012	17950034	0.521739
20	17950193	17950692	0.404000
20	17950693	17951192	0.420000
20	17951193	17951263	0.281690
20	17953099	17953598	0.352000
20	17953599	17953644	0.239130
20	17956076	17956575	0.426000
20	17956576	17956796	0.443439
20	17968558	17969057	0.446000
20	17969058	17969191	0.477612
20	17970331	17970830	0.418000
20	17970831	17971330	0.484000
20	17971331	17971830	0.362000
20	17971831	17972015	0.508108
20	18004545	18005044	0.400000
20	18005045	18005544	0.536000
20	18005545	18005846	0.456954
20	18021927	18022426	0.544000
20	18022427	18022617	0.471204
20	18037050	18037549	0.780000
20	18037550	18037771	0.729730
20	18037928	18038427	0.730000
20	18038428	18038810	0.563969
20	18039283	18039782	0.586000
20	18039783	18040082	0.616667
20	18118256	18118755	0.696000
20	18118756	18118945	0.736842
20	18122601	18123100	0.336000
20	18123101	18123600	0.488000
20	18123601	18124062	0.316017
20	18125492	18125991	0.424000
20	18125992	18126245	0.484252
20	18131214	18131713	0.376000
20	18131714	18131836	0.552846
20	18139477	18139976	0.484000
20	18139977	18140159	0.415301
20	18142213	18142712	0.416000
20	18142713	18142951	0.481172
20	18142952	18143451	0.512000
20	18143452	18143839	0.425258
20	18162103	18162602	0.476000
20	18162603	18162740	0.355072
20	18163516	18164015	0.442000
20	18164016	18164192	0.310734
20	18164995	18165494	0.388000
20	18165495	18165686	0.411458
20	18167679	18168178	0.418000
20	18168179	18168678	0.432000
20	18168679	18169178	0.446000
20	18169179	18169281	0.456311
20	18268621	18269120	0.592000
20	18269121	18269498	0.648148
20	18270292	18270791	0.486000
20	18270792	18270968	0.435028
20	18278378	18278819	0.459276
20	18278820	18279319	0.458000
20	18279320	18279358	0.461538
20	18285401	18285900	0.450000
20	18285901	18286066	0.373494
20	18286067	18286566	0.506000
20	18286567	18286682	0.413793
20	18286683	18287182	0.490000
20	18287183	18287193	0.454545
20	18287194	18287693	0.350000
20	18287694	18287710	0.647059
20	18290562	18291061	0.352000
20	18291062	18291200	0.359712
20	18295462	18295961	0.512000
20	18295962	18296461	0.540000
20	18296462	18296961	0.568000
20	18296962	18297461	0.572000
20	18297462	18297890	0.412587
20	18359442	18359941	0.380000
20	18359942	18359963	0.227273
20	18361172	18361671	0.420000
20	18361672	18362171	0.586000
20	18362172	18362377	0.538835
20	18363760	18364259	0.362000
20	18364260	18364759	0.386000
20	18364760	18365259	0.524000
20	18365260	18365433	0.545977
20	18365434	18365933	0.492000
20	18365934	18365984	0.313725
20	18370094	18370593	0.450000
20	18370594	18370722	0.527132
20	18370772	18371271	0.430000
20	18371272	18371353	0.402439
20	18374104	18374603	0.370000
20	18374604	18374676	0.547945
20	18374677	18375176	0.492000
20	18375177	18375244	0.705882
20	18376865	18377364	0.352000
20	18377365	18377440	0.276316
20	18378737	18379236	0.444000
20	18379237	18379520	0.404930
20	18393039	18393538	0.428000
20	18393539	18393747	0.382775
20	18394741	18395240	0.422000
20	18395241	18395406	0.415663
20	18395720	18396219	0.440000
20	18396220	18396343	0.346774
20	18407460	18407959	0.398000
20	18407960	18408053	0.393617
20	18414045	18414544	0.460000
20	18414545	18414659	0.304348
20	18423740	18424239	0.440000
20	18424240	18424358	0.428571
20	18429377	18429876	0.412000
20	18429877	18429963	0.471264
20	18432247	18432746	0.448000
20	18432747	18432856	0.427273
20	18433008	18433507	0.400000
20	18433508	18433633	0.420635
20	18434124	18434623	0.390000
20	18434624	18434721	0.581633
20	18435640	18436139	0.374000
20	18436140	18436255	0.422414
20	18440546	18441045	0.304000
20	18441046	18441200	0.490323
20	18445643	18446142	0.336000
20	18446143	18446273	0.343511
20	18447255	18447754	0.620000
20	18447755	18447931	0.536723
20	18447932	18448431	0.608000
20	18448432	18448565	0.492537
20	18449337	18449836	0.332000
20	18449837	18449955	0.428571
20	18451008	18451507	0.414000
20	18451508	18451585	0.448718
20	18451697	18452196	0.454000
20	18452197	18452259	0.523810
20	18453235	18453734	0.304000
20	18453735	18453793	0.118644
20	18453794	18454293	0.360000
20	18454294	18454352	0.440678
20	18455468	18455967	0.312000
20	18455968	18456081	0.394737
20	18460431	18460930	0.336000
20	18460931	18460935	0.600000
20	18460936	18461403	0.341880
20	18462012	18462511	0.488000
20	18462512	18462704	0.404145
20	18463874	18464373	0.346000
20	18464374	18464873	0.336000
20	18464874	18465373	0.394000
20	18465374	18465540	0.335329
20	18466935	18467434	0.350000
20	18467435	18467934	0.372000
20	18467935	18468434	0.334000
20	18468435	18468934	0.392000
20	18468935	18469434	0.452000
20	18469435	18469934	0.394000
20	18469935	18470434	0.368000
20	18470435	18470836	0.450249
20	18470837	18471336	0.390000
20	18471337	18471374	0.500000
20	18474351	18474850	0.448000
20	18474851	18474957	0.261682
20	18476231	18476730	0.328000
20	18476731	18476774	0.454545
20	18477462	18477961	0.602000
20	18477962	18478119	0.455696
20	18487875	18488374	0.552000
20	18488375	18488448	0.500000
20	18488449	18488948	0.612000
20	18488949	18489191	0.411523
20	18491215	18491714	0.462000
20	18491715	18491950	0.338983
20	18492618	18493117	0.298000
20	18493118	18493176	0.491525
20	18496043	18496542	0.430000
20	18496543	18496630	0.375000
20	18504826	18505325	0.376000
20	18505326	18505445	0.458333
20	18505446	18505914	0.402985
20	18506181	18506680	0.384000
20	18506681	18506796	0.344828
20	18506797	18507296	0.438000
20	18507297	18507425	0.310078
20	18507889	18508388	0.446000
20	18508389	18508505	0.452991
20	18511073	18511572	0.422000
20	18511573	18511697	0.384000
20	18513057	18513556	0.428000
20	18513557	18513638	0.463415
20	18516046	18516545	0.364000
20	18516546	18516636	0.340659
20	18522689	18523188	0.438000
20	18523189	18523296	0.333333
20	18523412	18523911	0.488000
20	18523912	18524066	0.406452
20	18526349	18526848	0.382000
20	18526849	18526927	0.392405
20	18529002	18529501	0.428000
20	18529502	18529664	0.251534
20	18531482	18531981	0.374000
20	18531982	18532069	0.295455
20	18534628	18535127	0.466000
20	18535128	18535284	0.503185
20	18535501	18536000	0.350000
20	18536001	18536067	0.582090
20	18541044	18541543	0.416000
20	18541544	18542043	0.302000
20	18542044	18542309	0.413534
20	18547813	18548312	0.602000
20	18548313	18548490	0.370787
20	18549629	18550128	0.416000
20	18550129	18550505	0.466844
20	18568447	18568946	0.748000
20	18568947	18569009	0.793651
20	18574124	18574623	0.408000
20	18574624	18574715	0.543478
20	18576399	18576898	0.496000
20	18576899	18577135	0.451477
20	18608520	18609019	0.474000
20	18609020	18609127	0.555556
20	18610774	18611273	0.414000
20	18611274	18611773	0.428000
20	18611774	18612273	0.510000
20	18612274	18612773	0.382000
20	18612774	18613273	0.412000
20	18613274	18613577	0.342105
20	18654788	18655287	0.416000
20	18655288	18655787	0.538000
20	18655788	18656287	0.460000
20	18656288	18656508	0.244344
20	18659208	18659707	0.436000
20	18659708	18659873	0.439759
20	18672361	18672860	0.420000
20	18672861	18672910	0.280000
20	18678842	18679341	0.428000
20	18679342	18679602	0.486590
20	18724493	18724992	0.448000
20	18724993	18725165	0.404624
20	18743753	18744252	0.430000
20	18744253	18744752	0.428000
20	18744753	18745252	0.404000
20	18745253	18745752	0.426000
20	18745753	18746252	0.426000
20	18746253	18746752	0.434000
20	18746753	18747252	0.444000
20	18747253	18747538	0.472028
20	18768364	18768863	0.414000
20	18768864	18769363	0.396000
20	18769364	18769792	0.428904
20	18769967	18770466	0.450000
20	18770467	18770603	0.467153
20	18774058	18774557	0.438000
20	18774558	18774659	0.470588
20	18774660	18775159	0.532000
20	18775160	18775659	0.466000
20	18775660	18776159	0.438000
20	18776160	18776659	0.358000
20	18776660	18776959	0.340000
20	18789744	18790243	0.360000
20	18790244	18790743	0.512000
20	18790744	18791009	0.481203
20	18794176	18794675	0.510000
20	18794676	18795175	0.406000
20	18795176	18795272	0.381443
20	18805659	18806158	0.460000
20	18806159	18806242	0.500000
20	18810412	18810911	0.466000
20	18810912	18811097	0.564516
20	19193035	19193534	0.822000
20	19193535	19193878	0.729651
20	19222695	19223194	0.454000
20	19223195	19223468	0.335766
20	19224270	19224769	0.458000
20	19224770	19225182	0.486683
20	19238022	19238521	0.448000
20	19238522	19238589	0.529412
20	19242102	19242601	0.438000
20	19242602	19242767	0.487952
20	19244471	19244970	0.452000
20	19244971	19245047	0.506494
20	19246126	19246625	0.482000
20	19246626	19246893	0.406716
20	19261352	19261851	0.524000
20	19261852	19261981	0.469231
20	19263532	19264031	0.462000
20	19264032	19264109	0.307692
20	19264538	19265037	0.472000
20	19265038	19265490	0.483444
20	19495881	19496380	0.504000
20	19496381	19496458	0.474359
20	19560393	19560892	0.496000
20	19560893	19560968	0.460526
20	19565364	19565863	0.550000
20	19565864	19565891	0.321429
20	19565892	19566391	0.524000
20	19566392	19566438	0.340426
20	19634455	19634954	0.486000
20	19634955	19635030	0.513158
20	19646257	19646756	0.446000
20	19646757	19646783	0.222222
20	19653994	19654493	0.420000
20	19654494	19654548	0.381818
20	19662251	19662750	0.458000
20	19662751	19662885	0.577778
20	19664569	19665068	0.480000
20	19665069	19665230	0.469136
20	19665493	19665992	0.492000
20	19665993	19666255	0.410646
20	19673652	19674151	0.430000
20	19674152	19674319	0.446429
20	19677190	19677689	0.558000
20	19677690	19677805	0.603448
20	19678961	19679460	0.478000
20	19679461	19679574	0.464912
20	19697921	19698420	0.506000
20	19698421	19698487	0.447761
20	19701384	19701883	0.586000
20	19701884	19702383	0.500000
20	19702384	19702883	0.502000
20	19702884	19703383	0.460000
20	19703384	19703820	0.459954
20	19866914	19867413	0.482000
20	19867414	19867674	0.417625
20	19869959	19870458	0.560000
20	19870459	19870552	0.574468
20	19915492	19915991	0.478000
20	19915992	19916093	0.431373
20	19937008	19937507	0.540000
20	19937508	19937701	0.417526
20	19941093	19941592	0.492000
20	19941593	19941705	0.424779
20	19945345	19945844	0.482000
20	19945845	19945918	0.378378
20	19951231	19951730	0.410000
20	19951731	19951823	0.494624
20	19955047	19955546	0.532000
20	19955547	19956046	0.650000
20	19956047	19956546	0.526000
20	19956547	19956681	0.474074
20	19970399	19970898	0.462000
20	19970899	19971205	0.488599
20	19972561	19973060	0.410000
20	19973061	19973193	0.338346
20	19977072	19977571	0.546000
20	19977572	19977736	0.400000
20	19981006	19981505	0.512000
20	19981506	19982005	0.492000
20	19982006	19982505	0.324000
20	19982506	19983005	0.338000
20	19983006	19983353	0.370690
20	19997683	19998182	0.680000
20	19998183	19998265	0.783133
20	19998266	19998765	0.630000
20	19998766	19998935	0.394118
20	20002849	20003348	0.326000
20	20003349	20003374	0.576923
20	20006070	20006569	0.350000
20	20006570	20006661	0.369565
20	20007177	20007676	0.360000
20	20007677	20007813	0.379562
20	20012901	20013400	0.344000
20	20013401	20013521	0.280992
20	20013522	20014021	0.348000
20	20014022	20014521	0.394000
20	20014522	20014549	0.535714
20	20014754	20015253	0.330000
20	20015254	20015753	0.386000
20	20015754	20016253	0.340000
20	20016254	20016753	0.340000
20	20016754	20017253	0.388000
20	20017254	20017256	0.333333
20	20017716	20018215	0.436000
20	20018216	20018465	0.296000
20	20018742	20019241	0.358000
20	20019242	20019344	0.368932
20	20020002	20020501	0.412000
20	20020502	20020742	0.410788
20	20021079	20021578	0.326000
20	20021579	20021660	0.414634
20	20021959	20022458	0.364000
20	20022459	20022519	0.442623
20	20022718	20023217	0.394000
20	20023218	20023410	0.383420
20	20023885	20024384	0.392000
20	20024385	20024556	0.395349
20	20025701	20026200	0.360000
20	20026201	20026380	0.405556
20	20028158	20028657	0.438000
20	20028658	20028780	0.260163
20	20028781	20029280	0.358000
20	20029281	20029395	0.330435
20	20029733	20030232	0.368000
20	20030233	20030325	0.322581
20	20030863	20031362	0.364000
20	20031363	20031516	0.337662
20	20032685	20033184	0.626000
20	20033185	20033652	0.570513
20	20036341	20036840	0.386000
20	20036841	20036940	0.490000
20	20037011	20037510	0.382000
20	20037511	20037690	0.538889
20	20051247	20051746	0.436000
20	20051747	20051898	0.565789
20	20054695	20055194	0.430000
20	20055195	20055272	0.333333
20	20055582	20056016	0.487356
20	20056017	20056509	0.373225
20	20071237	20071736	0.480000
20	20071737	20071870	0.574627
20	20079048	20079547	0.486000
20	20079548	20079708	0.484472
20	20123250	20123749	0.504000
20	20123750	20123842	0.451613
20	20139763	20140262	0.476000
20	20140263	20140338	0.394737
20	20144443	20144942	0.466000
20	20144943	20145122	0.405556
20	20146790	20147289	0.370000
20	20147290	20147330	0.317073
20	20149714	20150213	0.360000
20	20150214	20150354	0.319149
20	20152174	20152673	0.386000
20	20152674	20153173	0.410000
20	20153174	20153227	0.555556
20	20168323	20168822	0.368000
20	20168823	20168950	0.468750
20	20171735	20172234	0.364000
20	20172235	20172313	0.303797
20	20176963	20177462	0.412000
20	20177463	20177670	0.360577
20	20180161	20180660	0.484000
20	20180661	20180796	0.602941
20	20208642	20209141	0.366000
20	20209142	20209270	0.426357
20	20226510	20227009	0.356000
20	20227010	20227109	0.560000
20	20231988	20232487	0.514000
20	20232488	20232657	0.470588
20	20243349	20243848	0.384000
20	20243849	20244024	0.289773
20	20257559	20258058	0.492000
20	20258059	20258352	0.452381
20	20269002	20269501	0.414000
20	20269502	20269830	0.471125
20	20270693	20271192	0.406000
20	20271193	20271285	0.548387
20	20278574	20279073	0.406000
20	20279074	20279280	0.545894
20	20322224	20322723	0.400000
20	20322724	20322815	0.271739
20	20340603	20341102	0.416000
20	20341103	20341590	0.428279
20	20348497	20348996	0.780000
20	20348997	20349496	0.806000
20	20349497	20349996	0.756000
20	20349997	20350496	0.706000
20	20350497	20350996	0.524000
20	20350997	20351496	0.374000
20	20351497	20351842	0.395954
20	20369923	20370422	0.422000
20	20370423	20370922	0.420000
20	20370923	20371422	0.442000
20	20371423	20371922	0.502000
20	20371923	20372422	0.546000
20	20372423	20372922	0.550000
20	20372923	20373422	0.498000
20	20373423	20373922	0.514000
20	20373923	20374147	0.471111
20	20377088	20377587	0.508000
20	20377588	20377628	0.463415
20	20392420	20392919	0.410000
20	20392920	20393042	0.276423
20	20453222	20453721	0.370000
20	20453722	20453850	0.434109
20	20475510	20476009	0.356000
20	20476010	20476169	0.412500
20	20483744	20484243	0.450000
20	20484244	20484400	0.242038
20	20485804	20486303	0.336000
20	20486304	20486428	0.392000
20	20491647	20492146	0.356000
20	20492147	20492219	0.424658
20	20492906	20493405	0.394000
20	20493406	20493905	0.494000
20	20493906	20494178	0.432234
20	20501310	20501809	0.438000
20	20501810	20501994	0.367568
20	20504799	20505298	0.480000
20	20505299	20505330	0.156250
20	20505331	20505792	0.391775
20	20506645	20507144	0.364000
20	20507145	20507256	0.366071
20	20512080	20512579	0.432000
20	20512580	20512689	0.236364
20	20516138	20516637	0.362000
20	20516638	20516697	0.600000
20	20517049	20517548	0.370000
20	20517549	20517678	0.323077
20	20527097	20527596	0.430000
20	20527597	20527726	0.369231
20	20551851	20552350	0.396000
20	20552351	20552374	0.458333
20	20552375	20552840	0.358369
20	20553268	20553767	0.370000
20	20553768	20553962	0.333333
20	20563443	20563942	0.428000
20	20563943	20564120	0.404494
20	20565258	20565757	0.376000
20	20565758	20565849	0.239130
20	20569661	20570160	0.338000
20	20570161	20570259	0.494949
20	20571570	20572069	0.360000
20	20572070	20572208	0.302158
20	20582075	20582574	0.362000
20	20582575	20582740	0.289157
20	20585568	20586067	0.418000
20	20586068	20586306	0.271967
20	20591708	20592207	0.342000
20	20592208	20592320	0.336283
20	20596436	20596935	0.266000
20	20596936	20597085	0.313333
20	20599670	20600169	0.374000
20	20600170	20600308	0.402878
20	20600856	20601355	0.420000
20	20601356	20601524	0.426036
20	20609756	20610255	0.420000
20	20610256	20610484	0.432314
20	20615811	20616310	0.366000
20	20616311	20616511	0.333333
20	20617756	20618255	0.286000
20	20618256	20618395	0.278571
20	20620178	20620677	0.366000
20	20620678	20620794	0.529915
20	20621094	20621593	0.392000
20	20621594	20621772	0.424581
20	20623899	20624398	0.276000
20	20624399	20624443	0.355556
20	20633923	20634422	0.330000
20	20634423	20634481	0.338983
20	20656629	20657128	0.338000
20	20657129	20657182	0.481481
20	20661084	20661583	0.314000
20	20661584	20661695	0.526786
20	20692767	20693266	0.732000
20	20693267	20693537	0.701107
20	21067994	21068493	0.354000
20	21068494	21068921	0.450935
20	21074128	21074627	0.460000
20	21074628	21074743	0.482759
20	21086661	21087160	0.600000
20	21087161	21087249	0.662921
20	21106365	21106864	0.702000
20	21106865	21107095	0.705628
20	21112487	21112986	0.362000
20	21112987	21113050	0.515625
20	21116780	21117279	0.330000
20	21117280	21117443	0.493902
20	21121594	21122093	0.470000
20	21122094	21122138	0.488889
20	21125955	21126454	0.294000
20	21126455	21126545	0.329670
20	21142261	21142760	0.394000
20	21142761	21143260	0.416000
20	21143261	21143319	0.288136
20	21143320	21143819	0.412000
20	21143820	21144050	0.333333
20	21174793	21175292	0.406000
20	21175293	21175792	0.404000
20	21175793	21175835	0.441860
20	21175836	21176335	0.468000
20	21176336	21176383	0.250000
20	21176384	21176883	0.512000
20	21176884	21176980	0.474227
20	21177928	21178427	0.342000
20	21178428	21178465	0.447368
20	21182702	21183201	0.370000
20	21183202	21183261	0.366667
20	21185879	21186378	0.396000
20	21186379	21186472	0.468085
20	21193923	21194389	0.421842
20	21194390	21194889	0.424000
20	21194890	21194910	0.238095
20	21194922	21195421	0.354000
20	21195422	21195588	0.281437
20	21195970	21196469	0.344000
20	21196470	21196536	0.343284
20	21198534	21199033	0.472000
20	21199034	21199177	0.388889
20	21209398	21209897	0.390000
20	21209898	21210003	0.509434
20	21213121	21213620	0.414000
20	21213621	21213718	0.387755
20	21224632	21225131	0.468000
20	21225132	21225176	0.444444
20	21226866	21227365	0.376000
20	21227366	21227508	0.328671
20	21283718	21284123	0.697044
20	21284124	21284623	0.642000
20	21284624	21284735	0.473214
20	21306666	21307085	0.321429
20	21307086	21307489	0.351485
20	21308946	21309445	0.386000
20	21309446	21309558	0.398230
20	21310868	21311215	0.370690
20	21311216	21311593	0.357143
20	21311948	21312338	0.332481
20	21312339	21312688	0.340000
20	21312689	21313188	0.374000
20	21313189	21313328	0.307143
20	21313931	21314298	0.366848
20	21314299	21314524	0.415929
20	21314525	21314673	0.362416
20	21314674	21315073	0.327500
20	21319431	21319930	0.346000
20	21319931	21319976	0.478261
20	21321108	21321607	0.346000
20	21321608	21321740	0.345865
20	21324477	21324976	0.368000
20	21324977	21325096	0.433333
20	21326802	21327301	0.348000
20	21327302	21327438	0.547445
20	21328533	21328934	0.310945
20	21328935	21329318	0.348958
20	21329776	21330275	0.308000
20	21330276	21330349	0.567568
20	21335176	21335675	0.358000
20	21335676	21335760	0.200000
20	21336467	21336966	0.308000
20	21336967	21337019	0.264151
20	21337020	21337519	0.364000
20	21337520	21337553	0.235294
20	21338123	21338622	0.346000
20	21338623	21338680	0.362069
20	21345808	21346168	0.332410
20	21346169	21346592	0.275943
20	21348850	21349349	0.346000
20	21349350	21349478	0.302326
20	21362381	21362880	0.324000
20	21362881	21362945	0.323077
20	21367255	21367754	0.424000
20	21367755	21367894	0.371429
20	21369660	21370159	0.348000
20	21370160	21370659	0.296000
20	21370660	21370713	0.314815
20	21375754	21376253	0.336000
20	21376254	21376753	0.652000
20	21376754	21377253	0.716000
20	21377254	21377383	0.800000
20	21377384	21377883	0.780000
20	21377884	21378383	0.660000
20	21378384	21378414	0.548387
20	21491409	21491908	0.594000
20	21491909	21492408	0.466000
20	21492409	21492908	0.644000
20	21492909	21493373	0.686022
20	21493798	21494297	0.594000
20	21494298	21494797	0.604000
20	21494798	21494952	0.522581
20	21550411	21550910	0.480000
20	21550911	21551136	0.429204
20	21591174	21591673	0.440000
20	21591674	21592159	0.411523
20	21592739	21593238	0.450000
20	21593239	21593571	0.438438
20	21595770	21596232	0.406048
20	21596233	21596610	0.523810
20	21606730	21607229	0.452000
20	21607230	21607314	0.341176
20	21607736	21608235	0.402000
20	21608236	21608330	0.231579
20	21683709	21684208	0.622000
20	21684209	21684473	0.577358
20	21686046	21686545	0.690000
20	21686546	21686855	0.696774
20	21686856	21687355	0.664000
20	21687356	21687855	0.660000
20	21687856	21687955	0.400000
20	21688945	21689444	0.584000
20	21689445	21689588	0.479167
20	21689609	21690108	0.616000
20	21690109	21690332	0.553571
20	21694858	21695357	0.688000
20	21695358	21695857	0.552000
20	21695858	21696357	0.506000
20	21696358	21696857	0.442000
20	21696858	21697357	0.394000
20	21697358	21697857	0.506000
20	21697858	21698357	0.434000
20	21698358	21698857	0.364000
20	21698858	21699357	0.432000
20	21699358	21699374	0.529412
20	22034477	22034976	0.402000
20	22034977	22035172	0.316327
20	22048826	22049325	0.442000
20	22049326	22049576	0.326693
20	22053775	22054274	0.472000
20	22054275	22054354	0.362500
20	22054889	22055388	0.386000
20	22055389	22055542	0.272727
20	22260615	22261114	0.392000
20	22261115	22261428	0.398089
20	22262741	22263117	0.397878
20	22263118	22263370	0.415020
20	22263371	22263689	0.460815
20	22380720	22381219	0.444000
20	22381220	22381719	0.452000
20	22381720	22381856	0.481752
20	22381857	22382350	0.336032
20	22387016	22387515	0.364000
20	22387516	22387600	0.329412
20	22400347	22400846	0.390000
20	22400847	22401346	0.448000
20	22401347	22401531	0.578378
20	22540940	22541439	0.322000
20	22541440	22541939	0.472000
20	22541940	22542439	0.344000
20	22542440	22542939	0.438000
20	22542940	22543439	0.468000
20	22543440	22543939	0.382000
20	22543940	22544439	0.436000
20	22544440	22544939	0.456000
20	22544940	22545439	0.418000
20	22545440	22545939	0.368000
20	22545940	22546004	0.430769
20	22547070	22547569	0.404000
20	22547570	22547693	0.330645
20	22548181	22548680	0.478000
20	22548681	22548773	0.580645
20	22558897	22559396	0.584000
20	22559397	22559530	0.380597
20	22561385	22561884	0.366000
20	22561885	22562384	0.406000
20	22562385	22562884	0.654000
20	22562885	22563384	0.670000
20	22563385	22563884	0.724000
20	22563885	22564042	0.639241
20	22564579	22565078	0.580000
20	22565079	22565351	0.761905
20	22565662	22566161	0.636000
20	22566162	22566378	0.479263
20	22567909	22568408	0.492000
20	22568409	22568676	0.388060
20	22569579	22570078	0.422000
20	22570079	22570299	0.334842
20	22587733	22588232	0.412000
20	22588233	22588405	0.341040
20	22647680	22648179	0.446000
20	22648180	22648679	0.332000
20	22648680	22649179	0.418000
20	22649180	22649679	0.350000
20	22649680	22650179	0.416000
20	22650180	22650408	0.414847
20	22664049	22664548	0.458000
20	22664549	22664781	0.515021
20	22665132	22665631	0.556000
20	22665632	22665647	0.500000
20	22665648	22666147	0.508000
20	22666148	22666232	0.376471
20	23015806	23016305	0.780000
20	23016306	23016805	0.664000
20	23016806	23017305	0.620000
20	23017306	23017564	0.552124
20	23026019	23026518	0.394000
20	23026519	23027018	0.382000
20	23027019	23027518	0.428000
20	23027519	23028018	0.392000
20	23028019	23028518	0.566000
20	23028519	23029018	0.656000
20	23029019	23029518	0.696000
20	23029519	23030018	0.688000
20	23030019	23030518	0.702000
20	23030519	23030551	0.757576
20	23059746	23060245	0.434000
20	23060246	23060745	0.370000
20	23060746	23061245	0.382000
20	23061246	23061745	0.490000
20	23061746	23062245	0.534000
20	23062246	23062745	0.496000
20	23062746	23063245	0.488000
20	23063246	23063745	0.438000
20	23063746	23064245	0.398000
20	23064246	23064745	0.538000
20	23064746	23064753	0.875000
20	23064754	23065253	0.614000
20	23065254	23065753	0.648000
20	23065754	23066253	0.622000
20	23066254	23066753	0.654000
20	23066754	23067211	0.615721
20	23105455	23105954	0.446000
20	23105955	23106454	0.560000
20	23106455	23106954	0.578000
20	23106955	23107425	0.554140
20	23109015	23109483	0.535181
20	23109484	23109983	0.584000
20	23109984	23110052	0.420290
20	23112885	23113384	0.510000
20	23113385	23113523	0.424460
20	23331177	23331676	0.684000
20	23331677	23331948	0.654412
20	23334367	23334866	0.462000
20	23334867	23335366	0.482000
20	23335367	23335658	0.493151
20	23336980	23337479	0.532000
20	23337480	23337646	0.592814
